id,article,txt
6.5.J10,J10,"Article J.10 On the occasion of any review of the security provisions under Article J.4, the Conference which is convened to that effect shall also examine whether any other amendments need to be made to provisions relating to the common foreign and security policy."
6.5.J11,J11,"Article J.11 1. The provisions referred to in Articles 137, 138, 139 to 142, 146, 147, 150 to 153, 157 to 163 and 217 of the Treaty establishing the European Community shall apply to the provisions relating to the areas referred to in this Title. 2. Administrative expenditure which the provisions relating to the areas referred to in this Title entail for the institutions shall be charged to the budget of the European Communities. The Council may also: - either decide unanimously that operational expenditure to which the implementation of those provisions gives rise is to be charged to the budget of the European Communities; in that event, the budgetary procedure laid down in the Treaty establishing the European Community shall be applicable; - or determine that such expenditure shall be charged to the Member States, where appropriate in accordance with a scale to be decided."
6.5.J2,J2,"Article J.2 1. Member States shall inform and consult one another within the Council on any matter of foreign and security policy of general interest in order to ensure that their combined influence is exerted as effectively as possible by means of concerted and convergent action. 2. Whenever it deems it necessary, the Council shall define a common position. Member States shall ensure that their national policies conform to the common positions. 3. Member States shall coordinate their action in international organizations and at international conferences. They shall uphold the common positions in such fora. In international organizations and at international conferences where not all the Member States participate, those which do take part shall uphold the common positions."
6.5.J3,J3,"Article J.3 The procedure for adopting joint action in matters covered by the foreign and security policy shall be the following: 1. The Council shall decide, on the basis of general guidelines from the European Council, that a matter should be the subject of joint action. Whenever the Council decides on the principle of joint action, it shall lay down the specific scope, the Union's general and specific objectives in carrying out such action, if necessary its duration, and the means, procedures and conditions for its implementation. 2. The Council shall, when adopting the joint action and at any stage during its development, define those matters on which decisions are to be taken by a qualified majority. Where the Council is required to act by a qualified majority pursuant to the preceding subparagraph, the votes of its members shall be weighted in accordance with Article 148(2) of the Treaty establishing the European Community, and for their adoption, acts of the Council shall require at least fifty-four votes in favour, cast by at least eight members. 3. If there is a change in circumstances having a substantial effect on a question subject to joint action, the Council shall review the principles and objectives of that action and take the necessary decisions. As long as the Council has not acted, the joint action shall stand. 4. Joint actions shall commit the Member States in the positions they adopt and in the conduct of their activity. 5. Whenever there is any plan to adopt a national position or take national action pursuant to a joint action, information shall be provided in time to allow, if necessary, for prior consultations within the Council. The obligation to provide prior information shall not apply to measures which are merely a national transposition of Council decisions. 6. In cases of imperative need arising from changes in the situation and failing a Council decision, Member States may take the necessary measures as a matter of urgency having regard to the general objectives of the joint action. The Member State concerned shall inform the Council immediately of any such measures. 7. Should there be any major difficulties in implementing a joint action, a Member State shall refer them to the Council which shall discuss them and seek appropriate solutions. Such solutions shall not run counter to the objectives of the joint action or impair its effectiveness."
6.5.J4,J4,"Article J.4 1. The common foreign and security policy shall include all questions related to the security of the Union, including the eventual framing of a common defence policy, which might in time lead to a common defence. 2. The Union requests the Western European Union (WEU), which is an integral part of the development of the Union, to elaborate and implement decisions and actions of the Union which have defence implications. The Council shall, in agreement with the institutions of the WEU, adopt the necessary practical arrangements. 3. Issues having defence implications dealt with under this Article shall not be subject to the procedures set out in Article J.3. 4. The policy of the Union in accordance with this Article shall not prejudice the specific character of the security and defence policy of certain Member States and shall respect the obligations of certain Member States under the North Atlantic Treaty and be compatible with the common security and defence policy established within that framework. 5. The provisions of this Article shall not prevent the development of closer cooperation between two or more Member States on a bilateral level, in the framework of the WEU and the Atlantic Alliance, provided such cooperation does not run counter to or impede that provided for in this Title. 6. With a view to furthering the objective of this Treaty, and having in view the date of 1998 in the context of Article XII of the Brussels Treaty, the provisions of this Article may be revised as provided for in Article N(2) on the basis of a report to be presented in 1996 by the Council to the European Council, which shall include an evaluation of the progress made and the experience gained until then."
6.5.J5,J5,"Article J.5 1. The Presidency shall represent the Union in matters coming within the common foreign and security policy. 2. The Presidency shall be responsible for the implementation of common measures; in that capacity it shall in principle express the position of the Union in international organizations and international conferences. 3. In the tasks referred to in paragraphs 1 and 2, the Presidency shall be assisted if need be by the previous and next Member States to hold the Presidency. The Commission shall be fully associated in these tasks. 4. Without prejudice to Article J.2(3) and Article J.3(4), Member States represented in international organizations or international conferences where not all the Member States participate shall keep the latter informed of any matter of common interest. Member States which are also members of the United Nations Security Council will concert and keep the other Member States fully informed. Member States which are permanent members of the Security Council will, in the execution of their functions, ensure the defence of the positions and the interests of the Union, without prejudice to their responsibilities under the provisions of the United Nations Charter."
6.5.J6,J6,"Article J.6 The diplomatic and consular missions of the Member States and the Commission Delegations in third countries and international conferences, and their representations to international organizations, shall cooperate in ensuring that the common positions and common measures adopted by the Council are complied with and implemented. They shall step up cooperation by exchanging information, carrying out joint assessments and contributing to the implementation of the provisions referred to in Article 8c of the Treaty establishing the European Community."
6.5.J7,J7,Article J.7 The Presidency shall consult the European Parliament on the main aspects and the basic choices of the common foreign and security policy and shall ensure that the views of the European Parliament are duly taken into consideration. The European Parliament shall be kept regularly informed by the Presidency and the Commission of the development of the Union's foreign and security policy. The European Parliament may ask questions of the Council or make recommendations to it. It shall hold an annual debate on progress in implementing the common foreign and security policy.
6.5.J8,J8,"Article J.8 1. The European Council shall define the principles of and general guidelines for the common foreign and security policy. 2. The Council shall take the decisions necessary for defining and implementing the common foreign and security policy on the basis of the general guidelines adopted by the European Council. It shall ensure the unity, consistency and effectiveness of action by the Union. The Council shall act unanimously, except for procedural questions and in the case referred to in Article J.3(2). 3. Any Member State or the Commission may refer to the Council any question relating to the common foreign and security policy and may submit proposals to the Council. 4. In cases requiring a rapid decision, the Presidency, of its own motion, or at the request of the Commission or a Member State, shall convene an extraordinary Council meeting within forty-eight hours or, in an emergency, within a shorter period. 5. Without prejudice to Article 151 of the Treaty establishing the European Community, a Political Committee consisting of Political Directors shall monitor the international situation in the areas covered by common foreign and security policy and contribute to the definition of policies by delivering opinions to the Council at the request of the Council or on its own initiative. It shall also monitor the implementation of agreed policies, without prejudice to the responsibility of the Presidency and the Commission."
6.5.J9,J9,Article J.9 The Commission shall be fully associated with the work carried out in the common foreign and security policy field.
6.6.K,K,Article K Cooperation in the fields of justice and home affairs shall be governed by the following provisions.
6.6.K1,K1,"Article K.1 For the purposes of achieving the objectives of the Union, in particular the free movement of persons, and without prejudice to the powers of the European Community, Member States shall regard the following areas as matters of common interest: 1. asylum policy; 2. rules governing the crossing by persons of the external borders of the Member States and the exercise of controls thereon; 3. immigration policy and policy regarding nationals of third countries: (a) conditions of entry and movement by nationals of third countries on the territory of Member States; (b) conditions of residence by nationals of third countries on the territory of Member States, including family reunion and access to employment; (c) combatting unauthorized immigration, residence and work by nationals of third countries on the territory of Member States; 4. combatting drug addiction in so far as this is not covered by 7 to 9; 5. combatting fraud on an international scale in so far as this is not covered by 7 to 9; 6. judicial cooperation in civil matters; 7. judicial cooperation in criminal matters; 8. customs cooperation; 9. police cooperation for the purposes of preventing and combatting terrorism, unlawful drug trafficking and other serious forms of international crime, including if necessary certain aspects of customs cooperation, in connection with the organization of a Union-wide system for exchanging information within a European Police Office (Europol)."
6.6.K2,K2,Article K.2 1. The matters referred to in Article K.1 shall be dealt with in compliance with the European Convention for the Protection of Human Rights and Fundamental Freedoms of 4 November 1950 and the Convention relating to the Status of Refugees of 28 July 1951 and having regard to the protection afforded by Member States to persons persecuted on political grounds. 2. This Title shall not affect the exercise of the responsibilities incumbent upon Member States with regard to the maintenance of law and order and the safeguarding of internal security.
6.6.K3,K3,"Article K.3 1. In the areas referred to in Article K.1, Member States shall inform and consult one another within the Council with a view to coordinating their action. To that end, they shall establish collaboration between the relevant departments of their administrations. 2. The Council may: - on the initiative of any Member State or of the Commission, in the areas referred to in Article K.1(1) to (6); - on the initiative of any Member State, in the areas referred to in Article K1(7) to (9): (a) adopt joint positions and promote, using the appropriate form and procedures, any cooperation contributing to the pursuit of the objectives of the Union; (b) adopt joint action in so far as the objectives of the Union can be attained better by joint action than by the Member States acting individually on account of the scale or effects of the action envisaged; it may decide that measures implementing joint action are to be adopted by a qualified majority; (c) without prejudice to Article 220 of the Treaty establishing the European Community, draw up conventions which it shall recommend to the Member States for adoption in accordance with their respective constitutional requirements. Unless otherwise provided by such conventions, measures implementing them shall be adopted within the Council by a majority of two-thirds of the High Contracting Parties. Such conventions may stipulate that the Court of Justice shall have jurisdiction to interpret their provisions and to rule on any disputes regarding their application, in accordance with such arrangements as they may lay down."
6.6.K4,K4,"Article K.4 1. A Coordinating Committee shall be set up consisting of senior officials. In addition to its coordinating role, it shall be the task of the Committee to: - give opinions for the attention of the Council, either at the Council's request or on its own initiative; - contribute, without prejudice to Article 151 of the Treaty establishing the European Community, to the preparation of the Council's discussions in the areas referred to in Article K.1 and, in accordance with the conditions laid down in Article 100d of the Treaty establishing the European Community, in the areas referred to in Article 100c of that Treaty. 2. The Commission shall be fully associated with the work in the areas referred to in this Title. 3. The Council shall act unanimously, except on matters of procedure and in cases where Article K.3 expressly provides for other voting rules. Where the Council is required to act by a qualified majority, the votes of its members shall be weighted as laid down in Article 148(2) of the Treaty establishing the European Community, and for their adoption, acts of the Council shall require at least fifty-four votes in favour, cast by at least eight members."
6.6.K5,K5,"Article K.5 Within international organizations and at international conferences in which they take part, Member States shall defend the common positions adopted under the provisions of this Title."
6.6.K6,K6,"Article K.6 The Presidency and the Commission shall regularly inform the European Parliament of discussions in the areas covered by this Title. The Presidency shall consult the European Parliament on the principal aspects of activities in the areas referred to in this Title and shall ensure that the views of the European Parliament are duly taken into consideration. The European Parliament may ask questions of the Council or make recommendations to it. Each year, it shall hold a debate on the progress made in implementation of the areas referred to in this Title."
6.6.K7,K7,"Article K.7 The provisions of this Title shall not prevent the establishment or development of closer cooperation between two or more Member States in so far as such cooperation does not conflict with, or impede, that provided for in this Title."
6.6.K8,K8,"Article K.8 1. The provisions referred to in Articles 137, 138, 139 to 142, 146, 147, 150 to 153, 157 to 163 and 217 of the Treaty establishing the European Community shall apply to the provisions relating to the areas referred to in this Title. 2. Administrative expenditure which the provisions relating to the areas referred to in this Title entail for the institutions shall be charged to the budget of the European Communities. The Council may also: - either decide unanimously that operational expenditure to which the implementation of those provisions gives rise is to be charged to the budget of the European Communities; in that event, the budgetary procedure laid down in the Treaty establishing the European Community shall be applicable; - or determine that such expenditure shall be charged to the Member States, where appropriate in accordance with a scale to be decided."
6.6.K9,K9,"Article L The provisions of the Treaty establishing the European Community, the Treaty establishing the European Coal and Steel Community and the Treaty establishing the European Atomic Energy Community concerning the powers of the Court of Justice of the European Communities and the exercise of those powers shall apply only to the following provisions of this Treaty: (a) provisions amending the Treaty establishing the European Economic Community with a view to establishing the European Community, the Treaty establishing the European Coal and Steel Community and the Treaty establishing the European Atomic Energy Community; (b) the third subparagraph of Article K.3(2)(c); (c) Articles L to S."
6.7.L,L,"Article L The provisions of the Treaty establishing the European Community, the Treaty establishing the European Coal and Steel Community and the Treaty establishing the European Atomic Energy Community concerning the powers of the Court of Justice of the European Communities and the exercise of those powers shall apply only to the following provisions of this Treaty: (a) provisions amending the Treaty establishing the European Economic Community with a view to establishing the European Community, the Treaty establishing the European Coal and Steel Community and the Treaty establishing the European Atomic Energy Community; (b) the third subparagraph of Article K.3(2)(c); (c) Articles L to S."
6.7.M,M,"Article M Subject to the provisions amending the Treaty establishing the European Economic Community with a view to establishing the European Community, the Treaty establishing the European Coal and Steel Community and the Treaty establishing the European Atomic Energy Community, and to these final provisions, nothing in this Treaty shall affect the Treaties establishing the European Communities or the subsequent Treaties and Acts modifying or supplementing them."
6.7.N,N,"Article N 1. The government of any Member State or the Commission may submit to the Council proposals for the amendment of the Treaties on which the Union is founded. If the Council, after consulting the European Parliament and, where appropriate, the Commission, delivers an opinion in favour of calling a conference of representatives of the governments of the Member States, the conference shall be convened by the President of the Council for the purpose of determining by common accord the amendments to be made to those Treaties. The European Central Bank shall also be consulted in the case of institutional changes in the monetary area. The amendments shall enter into force after being ratified by all the Member States in accordance with their respective constitutional requirements. 2. A conference of representatives of the governments of the Member States shall be convened in 1996 to examine those provisions of this Treaty for which revision is provided, in accordance with the objectives set out in Articles A and B."
6.7.O,O,"Article O Any European State may apply to become a Member of the Union. It shall address its application to the Council, which shall act unanimously after consulting the Commission and after receiving the assent of the European Parliament, which shall act by an absolute majority of its component members. The conditions of admission and the adjustments to the Treaties on which the Union is founded which such admission entails shall be the subject of an agreement between the Member States and the applicant State. This agreement shall be submitted for ratification by all the Contracting States in accordance with their respective constitutional requirements."
6.7.Q,Q,Article Q This Treaty is concluded for an unlimited period.
6.7.R,R,"Article R 1. This Treaty shall be ratified by the High Contracting Parties in accordance with their respective constitutional requirements. The instruments of ratification shall be deposited with the government of the Italian Republic. 2. This Treaty shall enter into force on 1 January 1993, provided that all the instruments of ratification have been deposited, or, failing that, on the first day of the month following the deposit of the instrument of ratification by the last signatory State to take this step."
6.7.S,S,"Article S This Treaty, drawn up in a single original in the Danish, Dutch, English, French, German, Greek, Irish, Italian, Portuguese and Spanish languages, the texts in each of these languages being equally authentic, shall be deposited in the archives of the government of the Italian Republic, which will transmit a certified copy to each of the governments of the other signatory States. In witness whereof the undersigned Plenipotentiaries have signed this Treaty. Done at Maastricht on the seventh day of February in the year one thousand nine hundred and ninety-two."
