id,article,txt
2.2.2.2.16,16,"Article 16 1. As soon as an application for a patent or a utility model relating to a specifically nuclear subject is filed with a Member State, the latter shall ask the applicant to consent to the contents of the application being immediately communicated to the Commission. If the applicant so consents, this communication shall be made within a period of three months after the date of the filing of the application. If the applicant does not so consent, the Member State shall, within the same period, notify the Commission of the existence of the application. The Commission may require the Member State to communicate to it the contents of an application of whose existence it has been notified. The Commission shall make this demand within a period of two months after the date of the notification. Any extension of this period shall cause the period mentioned in the sixth sub-paragraph to be similarly extended. The Member State shall, on receiving the Commission’s demand again ask the applicant to consent to the communication of the contents of his application. If the applicant so consents, the communication shall be made forthwith. If the applicant does not so consent, the Member State shall nevertheless make the communication to the Commission after a period of eighteen months from the date of the filing of the application. 2. Member States shall notify the Commission, within a period of eighteen months from the date of its filing, of the existence of any unpublished application for a patent or utility model which appears prima facie to them to deal with a subject that, without being of a specifically nuclear nature, is directly connected with and essential to the development of nuclear energy within the Community. The contents of the application shall, at the demand of the Commission, be communicated to it within a period of two months. 3. Member States shall, in order that publication may take place as soon as possible, reduce to a minimum the time taken by the procedure in respect of applications for patents or utility models relating to the subjects referred to in paragraphs 1 and 2 and concerning which the Commission has made a demand. 4. The Commission shall consider the above-mentioned communications as confidential. They must not serve any other purpose than that of documentation. The Commission may, however, make use of the inventions communicated to it either with the consent of the applicant or in accordance with Articles 17 to 23 inclusive. 5. The provisions of this Article shall not apply if an agreement concluded with a third country or with an international organisation precludes communication."
2.2.2.2.17,17,"Article 17 1. Failing an amicable arrangement, non-exclusive licences may be granted, either by means of arbitration or ex officio, in accordance with the provisions laid down in Articles 18 to 23 inclusive: (a) to the Community or to Joint Enterprises entitled to them under the terms of Article 48 in respect of patents, provisionally protected claims or utility models relating to inventions directly connected with nuclear research, in so far as the granting of such licences is necessary to the pursuit of their own research or indispensable for the operating of their facilities. Such licences shall, at the request of the Commission, include the right to authorise third parties to use the invention in so far as they are carrying out work or orders for the Community or for Joint Enterprises; or (b) to persons or enterprises having made an application to the Commission therefor, in respect of patents, provisionally protected claims or utility models relating to inventions directly connected with and essential to the development of nuclear energy within the Community, provided that all the following conditions arc fulfilled, namely: (i) that a period of at least four years has elapsed since the filing of the application for a patent, save in the case of an invention relating to a specifically nuclear subject; (i) that a period of at least four years has elapsed since the filing of the application for a patent, save in the case of an invention relating to a specifically nuclear subject; (ii) that the needs arising from the development of nuclear energy in the territories of a Member State where an invention is protected, as the Commission understands that development, are not met in respect of that invention; (ii) that the needs arising from the development of nuclear energy in the territories of a Member State where an invention is protected, as the Commission understands that development, are not met in respect of that invention; (iii) that the owner, having been asked to satisfy these needs either personally or through his licensees, has not done so; and (iii) that the owner, having been asked to satisfy these needs either personally or through his licensees, has not done so; and (iv) that the persons or enterprises applying for licences are in a position effectively to meet these needs by exploiting the licences. (iv) that the persons or enterprises applying for licences are in a position effectively to meet these needs by exploiting the licences. Except at the prior demand of the Commission, Member States may not, in order to meet the aforesaid needs, take any coercive measure provided for under their municipal law, where the effect of such measure would be to limit the protection accorded to the invention. 2. A non-exclusive licence may not be granted under the conditions laid down in the preceding paragraph if the owner establishes a legitimate reason, in particular the fact that he has not had an adequate period of time at his disposal. 3. The granting of a licence under the terms of paragraph 1 confers the right to full compensation, the amount of which shall be agreed between the holder of the patent, provisionally protected claim or utility model and the licensee. 4. The provisions of this Article shall not affect the provisions of the Paris Convention for the protection of industrial property."
2.2.2.2.18,18,"Article 18 An Arbitration Committee shall hereby be established for the purposes stated in this Section; its members shall be appointed and its rules of procedure laid down by the Council acting on a proposal of the Court of Justice. Decisions of the Arbitration Committee may, within a period of one month after their notification, be the subject of appeals brought by the parties before the Court of Justice to stay execution. The Court may decide only upon the regularities of form of the decision and upon the interpretation given by the Arbitration Committee to the provisions of this Treaty. The final decisions of the Arbitration Committee shall have the force of res judicata as between the parties. They shall be enforceable under the provisions laid down in Article 164."
2.2.2.2.19,19,"Article 19 Where, failing an amicable arrangement, the Commission proposes to have a licence granted in a case provided for under Article 17, it shall notify the holder of the patent, provisionally protected claim or utility model or the applicant for the patent accordingly, giving in its notification the name of the applicant for, and the scope of the said licence."
2.2.2.2.20,20,"Article 20 The owner may, within a period of one month after the receipt of the notification mentioned in Article 19, propose to the Commission and, where necessary, to the third party applying for the licence that a compromise be concluded for the purpose of referring the matter to the Arbitration Committee. If the Commission or the said third party refuses to conclude a compromise, the Commission may not require the Member State or its competent agencies to grant the licence or to cause it to be granted. If, when the matter comes before it under the compromise, the Arbitration Committee rules that the Commission’s demand is in conformity with the provisions of Article 17, it shall give a reasoned decision ordering the granting of the licence to the applicant and determining the conditions to be observed and the compensation to be made, in so far as the parties have not reached agreement thereon."
2.2.2.2.21,21,"Article 21 If the owner does not propose to refer the matter to the Arbitration Committee, the Commission may require the Member State concerned or its competent agencies to grant the licence or to cause it to be granted. If, after hearing the owner, the Member State or its competent agencies consider that the conditions laid down in Article 17 have not been fulfilled, they shall notify the Commission of their refusal to grant the licence or to cause it to be granted. If they refuse to grant the licence or to cause it to be granted or if, within a period of four months after the date of the demand, they fail to make any statement concerning the granting of the licence, the Commission may, within a period of two months, refer the matter to the Court of Justice. The owner shall be heard in the proceedings before the Court of Justice. If the judgment of the Court establishes that the conditions laid down in Article 17 have been fulfilled, the Member State concerned or its competent agencies shall take the measures required for the execution of that judgment."
2.2.2.2.22,22,"Article 22 1. If the owner of the patent, provisionally protected claim or utility model and the licensee fail to agree on the amount of compensation due, the interested parties may conclude a compromise for the purpose of referring the matter to the Arbitration Committee. They thereby waive all right of appeal except as provided for under Article 18. 2. If the licensee refuses to conclude such compromise, the licence granted to him shall be deemed to be null and void. If the owner refuses to conclude such compromise, the compensation provided for in this Article shall be determined by the competent national agencies."
2.2.2.2.23,23,Article 23 The decisions of the Arbitration Committee or of the competent national agencies shall be subject to revision in respect of the conditions of the licence after the expiry of a period of one year and in so far as new facts justify such revision. Revision shall be incumbent upon the agency which gave the decision.
2.2.2.3.24,24,"Article 24 Information which is acquired by the Community through the implementation of its research programme and the disclosure of which might be harmful to the defence interests of one or more Member States shall be treated as classified information in accordance with the following conditions: 1. Security regulations adopted by the Council on a proposal of the Commission shall, in accordance with the provisions of this Article, determine the various security gradings applicable, and the security measures to be enforced, in respect of each grade. 2. The Commission shall provisionally apply the grading required by the security regulations to any information the disclosure of which it considers might be harmful to the defence interests of one or more Member States. It shall immediately communicate such information to Member States which shall provisionally ensure its security in accordance with the same conditions. Member States shall, within a period of three months, inform the Commission whether they wish to maintain the grading provisionally applied, to substitute another grading or to declassify the information. At the end of this period, the strictest of those gradings so required shall be applied. The Commission shall notify Member States thereof. At the request of the Commission or of a Member State, the Council, acting by means of a unanimous vote, may at any time apply a different grading or declassify the information. The Council shall, before ruling on such request by a Member State, obtain the opinion of the Commission. 3. The provisions of Articles 12 and 13 shall not apply to classified information. Subject, however, to the observance of the security measures applicable, (a) the information referred to in Articles 12 and 13 may be communicated by the Commission (i) to a Joint Enterprise; or (i) to a Joint Enterprise; or (ii) to a person or enterprise other than a Joint Enterprise through the intermediary of the Member State in whose territories the said person or enterprise is operating; (ii) to a person or enterprise other than a Joint Enterprise through the intermediary of the Member State in whose territories the said person or enterprise is operating; (b) the information referred to in Article 13 may be communicated by a Member State to a person or enterprise, other than a Joint Enterprise, operating in the territories of that State, provided that the Commission is notified of such communication; and (c) moreover, each Member State has the right to require the Commission to grant a licence in accordance with Article 12 for the needs of such Member State or for the needs of a person or enterprise operating in its territories."
2.2.2.3.25,25,"Article 25 1. A Member State communicating the existence or the contents of an application for a patent or utility model relating to a subject referred to in Article 16, paragraph 1 or 2, shall, where appropriate, state the need for defence reasons of applying to that application the security grading indicated by such State and shall mention the probable duration of such grading. The Commission shall transmit to other Member States all communications received in implementation of the preceding subparagraph. The Commission and the Member States shall observe the measures necessitated under the security regulations by the grading which the originating State has required. 2. The Commission may also transmit these communications to Joint Enterprises or, through the intermediary of a Member State, to a person or enterprise other than a Joint Enterprise, operating in the territories of that State. Inventions which are the subject of the applications referred to in paragraph 1 may be only used with the consent of the applicant or in accordance with the provisions of Articles 17 to 23 inclusive. The communications and, where appropriate, the uses referred to in this paragraph shall be governed by the measures necessitated under the security regulations by the grading which the originating State has required. Such communications and uses shall in all cases be subject to the consent of the originating State. The latter may not refuse its consent except for defence reasons. 3. At the request of the Commission or of a Member State the Council, acting by means of a unanimous vote, may at any time apply a different security grading or declassify the invention. The Council shall, before ruling on a request from a Member State, obtain the opinion of the Commission."
2.2.2.3.26,26,"Article 26 1. Where information forming the subject of a patent, patent application, provisionally protected claim, utility model or application for a utility model is classified in accordance with the provisions of Articles 24 and 25, the States requiring a certain grading may not refuse to allow corresponding applications to be filed in the other Member States. Each Member State shall take the necessary measures to ensure the maintenance of security for all such titles, applications and claims, in accordance with the procedure laid down by its domestic legislative provisions. 2. No applications may be filed outside Member States in respect of information classified in accordance with Article 24 save by the unanimous consent of Member States. If these States do not declare their attitude, their consent shall be presumed after the expiry of a period of six months from the date of the communication of the information by the Commission to Member States."
2.2.2.3.27,27,"Article 27 Compensation for damage suffered by an applicant as a result of the imposition of the security classification for defence reasons shall be subject to the provisions of the municipal law of Member States and shall be the responsibility of the State which has requested such classification or procured an upgrading or an extension of such classification or prevented the filing of an application outside the Community. In the event of two or more Member States having procured an upgrading or an extension of classification or having prevented the filing of an application outside the Community, such States shall be jointly and severally liable for making reparation for the resultant damage. The Community shall not be entitled to claim any compensation under the terms of this Article."
2.2.2.4.28,28,"Article 28 If any applications for patents or utility models not yet published or any patents or utility models classified for defence reasons are improperly used or come to the knowledge of an unauthorised third party as a result of their communication to the Commission, the Community shall make reparation for any damage suffered by the persons concerned. In the event of such persons having the right to take action against third parties, the Community shall, without prejudice to its own claims against the author of the damage, be substituted for such persons to the extent that it has borne the cost of making reparation for the damage suffered. The right of the Community itself to take action, in accordance with general provisions in force, against the author of the damage shall not be affected."
2.2.2.4.29,29,"Article 29 Any agreement or contract for the purpose of exchanging scientific or industrial information on nuclear matters between a Member State, person or enterprise and any third country, international organisation or national of a third country shall, if it requires on either part the signature of a State exercising its sovereignty, be concluded by the Commission. Nevertheless, the Commission may, on such conditions as it deems proper, authorise a Member State, a person or enterprise to conclude such agreements, subject to the application of the provisions of Articles 103 and 104."
2.2.3.X.30,30,Article 30 Basic standards for the protection of the health of workers and of the general public from the dangers arising from ionising radiation shall be established within the Community. The term “basic standards” shall mean: (a) the maximum doses compatible with adequate safety; (b) the maximum permissible degree of exposure and contamination; and (c) the fundamental principles governing the medical supervision of workers.
2.2.3.X.31,31,"Article 31 The Commission shall work out the basic standards after obtaining the opinion of a group of authorities appointed by the Scientific and Technical Committee from among the scientific experts, especially public health experts, of the Member States. The Commission shall request the opinion of the Economic and Social Committee on the basic standards thus worked out. After consulting the Assembly, the Council, acting by means of a qualified majority vote on a proposal of the Commission which shall transmit to it the opinions received from the Committees, shall determine the basic standards."
2.2.3.X.32,32,"Article 32 At the request of the Commission or of a Member State, the basic standards may be revised or supplemented according to the procedure laid down in Article 31. The Commission shall be bound to examine any such request made by a Member State."
2.2.3.X.33,33,"Article 33 Each Member State shall enact the legislative and administrative provisions required to ensure compliance with the basic standards so determined and shall take the necessary measures with regard to instruction, education and professional training. The Commission shall make recommendations in order to ensure the harmonisation of the provisions applicable in Member States in this respect. For this purpose, Member States shall communicate to the Commission all such provisions applicable at the time of the entry into force of this Treaty and any subsequent draft provisions of the same nature. Any recommendations by the Commission in respect of such draft provisions shall be made within a period of three months after the date of such communication."
2.2.3.X.34,34,"Article 34 Any Member State in whose territories experiments of a particularly dangerous nature are to take place shall take additional health precautions, concerning which it shall first obtain the opinion of the Commission. The consenting opinion of the Commission shall be required when such experiments are likely to affect the territories of other Member States."
2.2.3.X.35,35,"Article 35 Each Member State shall set up the facilities necessary for the permanent control of the level of radioactivity in the atmosphere, water and soil and for controlling compliance with the basic standards. The Commission shall have right of access to such control facilities; it may examine their operation and efficiency."
2.2.3.X.36,36,"Article 36 The competent authorities shall, in order that the Commission may be kept informed of the level of radioactivity likely to affect the population, report regularly to the Commission on the control provided for in Article 35."
2.2.3.X.37,37,"Article 37 Each Member State shall submit to the Commission such general data concerning any plan for the disposal of any kind of radioactive waste as will enable the Commission to determine whether the implementation of such plan is likely to involve radioactive contamination of the water, soil or airspace of another Member State. The Commission, after consulting the group of experts referred to in Article 31, shall give its opinion thereon within a period of six months."
2.2.3.X.38,38,"Article 38 The Commission shall make recommendations to Member States regarding the level of radioactivity in the atmosphere, water or soil. The Commission shall, in case of urgency, issue a directive requiring the Member State concerned to take, within a period fixed by the Commission, all measures necessary to prevent the basic standards from being exceeded and to ensure observance of any applicable provisions. If such State does not comply with the Commission’s directive within the prescribed period, the Commission or any Member State concerned may, notwithstanding the provisions of Articles 141 and 142, refer the matter to the Court of Justice immediately."
2.2.3.X.39,39,"Article 39 The Commission shall establish within the Joint Nuclear Research Centre, as soon as the latter has been set up, a Section for documentation on, and the study of, health protection. It shall be the particular task of this Section to collect the documentation and information required under Articles 33, 37 and 38, and to assist the Commission in carrying out the duties imposed upon it by the provisions of this Chapter."
2.2.4.X.40,40,"Article 40 In order to stimulate the initiative of persons and enterprises and to facilitate the co-ordinated development of investment by them in the nuclear field, the Commission shall periodically publish programmes indicating, in particular, the production targets for nuclear energy and the various types of investment required for their attainment. The Commission shall request the opinion of the Economic and Social Committee on such programmes prior to their publication."
2.2.4.X.41,41,"Article 41 Persons and enterprises connected with the branches of industry specified in Annex II to this Treaty shall communicate to the Commission any investment projects relating to such new facilities, replacements or conversions as correspond in respect of type or scope to the criteria laid down by the Council acting on a proposal of the Commission. The list of branches of industry referred to above may be amended by the Council acting by means of a qualified majority vote on a proposal of the Commission which shall previously request the opinion of the Economic and Social Committee."
2.2.4.X.42,42,"Article 42 The projects referred to in Article 41 shall be communicated to the Commission and, for purposes of information, to the Member State concerned not later than three months before the conclusion of the first contracts with suppliers or, if the work is to be carried out by the enterprise itself, three months before such work is to begin. The Council, acting on a proposal of the Commission, may vary this time-limit."
2.2.4.X.43,43,Article 43 The Commission shall discuss with the persons or enterprises all aspects of any investment projects related to the aims of this Treaty. The Commission shall communicate its views thereon to the Member State concerned.
2.2.4.X.44,44,"Article 44 With the agreement of the Member States, persons or enterprises concerned, the Commission may publish any investment projects communicated to it."
2.2.5.X.45,45,Article 45 Undertakings of outstanding importance to the development of the nuclear industry in the Community may be constituted as Joint Enterprises within the meaning of this Treaty and in accordance with the provisions of the following Articles.
2.2.5.X.46,46,"Article 46 1. Any project for the establishment of a Joint Enterprise, whether originating from the Commission, a Member State or any other source, shall be the subject of an enquiry by the Commission. For this purpose, the Commission shall consult Member States and any public or private bodies which it considers likely to provide useful information. 2. The Commission shall transmit to the Council any project for the establishment of a Joint Enterprise, together with its reasoned opinion thereon. If the Commission gives a favourable opinion regarding the need for such Joint Enterprise, it shall submit proposals to the Council on the following points: (a) location of plant; (b) statutes; (c) volume and rate of financing; (d) possible participation by the Community in the financing of the Joint Enterprise; (e) possible participation by a third country, an international organisation or a national of a third country in the financing or management of the Joint Enterprise; and (f) the granting of all or any of the advantages specified in Annex III to this Treaty. The Commission shall attach a detailed report on the project as a whole."
2.2.5.X.47,47,"Article 47 The Council may, on a reference to it by the Commission, ask the latter to supply such additional information or to carry out such additional enquiries as the Council may deem necessary. If the Council, acting by means of a qualified majority vote, considers that a project transmitted by the Commission with an unfavourable opinion should nevertheless be carried out, the Commission shall submit to the Council the proposals and detailed report referred to in Article 46. In the case of a favourable opinion by the Commission or in the case referred to in the preceding paragraph, the Council shall act by means of a qualified majority vote on each of the Commission’s proposals. The Council shall, however, act by means of a unanimous vote with regard to: (a) participation by the Community in the financing of the Joint Enterprise; and (b) participation by a third country, an international organisation or a national of a third country in the financing or management of the Joint Enterprise."
2.2.5.X.48,48,"Article 48 The Council, acting by means of a unanimous vote on a proposal of the Commission, may declare applicable to each Joint Enterprise all or any of the advantages specified in Annex III to this Treaty; Member States shall ensure the application of such advantages to the extent that each State is concerned. The Council may, in accordance with the same procedure, determine the conditions by which the granting of such advantages shall be governed."
2.2.5.X.49,49,"Article 49 The constitution of a Joint Enterprise shall result from a decision of the Council. Each Joint Enterprise shall have legal personality. Each Joint Enterprise shall, in each of the Member States, enjoy the most extensive legal capacity accorded to legal persons under their respective municipal law; it may, in particular, acquire and transfer movable and immovable property and may sue or be sued in its own name. Unless otherwise provided for in this Treaty or in its statutes, each Joint Enterprise shall be subject to the rules applying to industrial or commercial undertakings; the statutes may make subsidiary reference to the municipal law of Member States. Subject to the powers conferred on the Court of Justice by this Treaty, litigation concerning Joint Enterprises shall be dealt with by the competent domestic courts or tribunals."
2.2.5.X.50,50,"Article 50 The statutes of Joint Enterprises shall, where appropriate, be amended in accordance with the particular provisions set out for that purpose in the said statutes. Such amendments shall not, however, enter into force until they have received the approval of the Council acting on a proposal of the Commission and in accordance with the same provisions as are set out in Article 47."
2.2.5.X.51,51,"Article 51 The Commission shall, prior to the setting up of the bodies charged with the operation of the Joint Enterprises, ensure the carrying out of all decisions of the Council concerning the constitution of such enterprises."
2.2.6.1.53,53,"Article 53 The Agency shall be placed under the control of the Commission which shall issue directives to it, exercise a right of veto over its decisions and appoints its Director-General and Deputy Director-General. Any act of the Agency, whether implicit or explicit, in the exercise of its right of option or its exclusive right to conclude supply contracts, may be referred by the parties concerned to the Commission which shall, within a period of one month, take a decision thereon."
2.2.6.1.54,54,"Article 54 The Agency shall have legal personality and financial autonomy. The Council, acting by means of a qualified majority vote on a proposal of the Commission, shall lay down the Statute of the Agency. This Statute may be revised in accordance with the same procedure. The Statute shall determine the Agency’s capital and the terms of subscription. The majority of the shares shall in any case belong to the Community and to the Member States. The allotment of the shares shall be determined by the Member States acting in common agreement. The Statute shall determine the particulars of the commercial management of the Agency. The Statute may provide for the payment of a tax on transactions designed to cover the operating expenses of the Agency."
2.2.6.1.55,55,Article 55 The Member States shall communicate or cause to be communicated to the Agency all information necessary to the exercise of its right of option and of its exclusive right to conclude supply contracts.
2.2.6.1.56,56,"Article 56 The Member States shall guarantee the free exercise, in their territories, of the functions of the Agency. The Member States may constitute one or more bodies competent to represent producers and users in the non-European territories under their jurisdiction in respect of the dealings of such producers and users with the Agency."
2.2.6.2.57,57,"Article 57 1. The Agency’s right of option shall cover: (a) the acquisition of user and consumer rights in respect of materials owned by the Community pursuant to the provisions of Chapter VIII; and (b) the acquisition of rights of ownership in all other cases. 2. The Agency shall exercise its right of option by the conclusion of contracts with producers of ores, source materials and special fissionable materials. Subject to the provisions of Articles 58, 62 and 63, every producer shall, prior to their use, transfer or stockpiling, offer to the Agency any ores, source materials or special fissionable materials which he may produce in the territories of Member States."
