id,txt,action,change_id,new_id,change_txt,new_txt
4.1.8,"Article 8 1. The conditions governing the exercise of the competences conferred on the Special Council of Ministers by the Treaty establishing the European Coal and Steel Community and by the Protocol on the Statute of the Court of Justice annexed thereto shall be amended in accordance with paragraphs 2 and 3. 2. Article 28 of the Treaty establishing the European Coal and Steel Community shall be amended as follows: (a) To the provisions of the third paragraph, worded thus: ""Wherever the present Treaty requires a unanimous decision or unanimous concurrence, such decision or concurrence will be adopted if supported by the votes of all of the members of the Council."" there shall be added the following provisions: ""However, for the purposes of applying Articles 21, 32, 32a, 78d and 78f of this Treaty, and Article 16, the third paragraph of Article 20, the fifth paragraph of Article 28 and Article 44 of the Protocol on the Statute of the Court of Justice, abstention by members present in person or represented shall not prevent the adoption by the Council of acts which require unanimity."" (b) To the provisions of the fourth paragraph, worded thus: ""The decisions of the Council, other than those which require a qualified majority or a unanimous vote, will be taken by a vote of the majority of the total membership. This majority shall be deemed to exist if it includes the absolute majority of the representatives of the member States including the vote of the representative of one of the States which produces at least twenty percent of the total value of coal and steel produced in the Community."" there shall be added the following provisions: ""However, for the purposes of applying those provisions of Articles 78, 78b and 78d of this Treaty which require a qualified majority, the votes of the members of the Council shall be weighted as follows: Belgium 2, Germany 4, France 4, Italy 4, Luxembourg 1, Netherlands 2. For their adoption, acts shall require at least twelve votes in favour, cast by not less than four members."" 3. The Protocol on the Statute of the Court of Justice annexed to the Treaty establishing the European Coal and Steel Community shall be amended as follows: (a) Articles 5 and 15 are repealed. (b) Article 16 is repealed and replaced by the following provisions: ""1. Officials and other servants shall be attached to the Court to enable it to carry out its tasks. They shall be responsible to the Registrar under the authority of the President. 2. On a proposal from the Court, the Council may, acting unanimously, provide for the appointment of assistant rapporteurs and lay down the rules governing their service. The Assistant Rapporteurs may be required, under conditions to be laid down in the rules of procedure, to take part in preparatory inquiries of cases pending before the Court and to assist the Judge acting as Rapporteur. Assistant Rapporteurs shall be chosen from persons whose independence is beyond doubt and who possess the necessary legal qualifications; they shall be appointed by the Council. They shall take an oath before the Court to perform their duties impartially and conscientiously and to preserve the secrecy of the deliberations of the Court."" (c) The third paragraph of Article 20 and the fifth paragraph of Article 28 shall be amended by the addition at the end of each paragraph of the words: ""acting unanimously"". (d) The first sentence of Article 44 is repealed and replaced by the following: ""The Court of Justice shall adopt its rules of procedure. These shall require the unanimous approval of the Council.""",replace_txt,1.2.3.28,,"The decisions of the Council, other than those which require a qualified majority or a unanimous vote, will be taken by a vote of the majority of the total membership. This majority shall be deemed to exist if it includes the absolute majority of the representatives of the member States including the vote of the representative of one of the States which produces at least twenty percent of the total value of coal and steel produced in the Community.","The decisions of the Council, other than those which require a qualified majority or a unanimous vote, will be taken by a vote of the majority of the total membership. This majority shall be deemed to exist if it includes the absolute majority of the representatives of the member States including the vote of the representative of one of the States which produces at least twenty percent of the total value of coal and steel produced in the Community. However, for the purposes of applying those provisions of Articles 78, 78b and 78d of this Treaty which require a qualified majority, the votes of the members of the Council shall be weighted as follows: Belgium 2, Germany 4, France 4, Italy 4, Luxembourg 1, Netherlands 2. For their adoption, acts shall require at least twelve votes in favour, cast by not less than four members."
4.2.9,"Article 9 A Commission of the European Communities (hereinafter called the ""Commission"") is hereby established. This Commission shall take the place of the High Authority of the European Coal and Steel Community, the Commission of the European Economic Community and the Commission of the European Atomic Energy Community. It shall exercise the powers and competences conferred on those institutions in accordance with the provisions of the Treaties establishing the European Coal and Steel Community, the European Economic Community and the European Atomic Energy Community, and of this Treaty.",add,,,,
4.2.10,"Article 10 1. The Commission shall consist of nine members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same state. 2. The members of the Commission shall, in the general interest of the Communities, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties, they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and with discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with the provisions of Article 13 or deprived of his right to a pension or other benefits in its stead.",add,,,,
4.2.11,Article 11 The members of the Commission shall be appointed by common accord of the Governments of the Member States. Their term of office shall be four years. It shall be renewable.,add,,,,
4.2.12,"Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office. The Council may, acting unanimously, decide that such a vacancy need not be filled. Save in the case of compulsory retirement under the provisions of Article 13, members of the Commission shall remain in office until they have been replaced.",add,,,,
4.2.13,"Article 13 If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice, on the application of the Council or of the Commission, may compulsorily retire him.",add,,,,
4.2.14,"Article 14 The President and the three Vice-Presidents of the Commission shall be appointed from among its members for a term of two years in accordance with the same procedure as that laid down for the appointment of members of the Commission. Their term of office shall be renewable. Save where the entire Commission is replaced, such appointments shall be made after the Commission has been consulted. In the event of resignation or death, the President and the Vice-Presidents shall be replaced for the remainder of their terms of office in accordance with the above provisions.",add,,,,
4.2.15,Article 15 The Council and the Commission shall consult each other and shall decide on methods of cooperation by mutual agreement.,add,,,,
4.2.16,"Article 16 The Commission shall adopt rules of procedure to ensure that both it and its departments operate in accordance with the provisions of the Treaties establishing the European Coal and Steel Community, the European Economic Community and the European Atomic Energy Community, and of this Treaty. It shall ensure that these rules are published.",add,,,,
4.2.17,Article 17 The Commission shall reach its conclusions by a majority of the number of members provided for in Article 10. A meeting of the Commission shall only be valid if the number of members laid down in its rules of procedure is present.,add,,,,
4.2.18,"Article 18 The Commission shall publish annually, not later than one month before the opening of the session of the Assembly, a general report on the activities of the Communities.",add,,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.156,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.157,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.158,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.159,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.160,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.161,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.162,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,3.5.1.1.3.163,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.125,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.126,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.127,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.128,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.129,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.130,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.131,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.132,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,2.3.1.3.133,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,1.2.1.9,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,1.2.1.10,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,1.2.1.11,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,1.2.1.12,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,1.2.1.13,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal_txt,1.2.1.16,,"Within the framework of general organizational regulations established by the High Authority, the President of the High Authority shall be responsible for the administration of its services, and shall insure the execution of the acts of the High Authority.",
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal,1.2.1.17,,,
4.2.19,"Article 19 Articles 156 to 163 of the Treaty establishing the European Economic Community, Articles 125 to 133 of the Treaty establishing the European Atomic Energy Community and Articles 9 to 13, the third paragraph of Article 16, Article 17 and the sixth paragraph of Article 18 of the Treaty establishing the European Coal and Steel Community are repealed.",repeal_txt,1.2.1.18,,The allowances of members of the Consultative Committee shall be determined by the Council on proposal by the High Authority.,
4.3.20,"Article 20 1. The administrative expenditure and revenue of the European Coal and Steel Community, the revenue and expenditure of the European Economic Community, and the revenue and expenditure of the European Atomic Energy Community, with the exception of that of the Supply Agency, joint undertakings, and the expenditure and revenue to be included in the Research and Investment Budget of the European Atomic Energy Community, shall be included in the budget of the European Communities in accordance with the appropriate provisions of the Treaties establishing the three Communities. This budget, in which revenue and expenditure shall balance, shall take the place of the administrative budget of the European Coal and Steel Community, of the budget of the European Economic Community and of the operational budget of the European Atomic Energy Community. 2. The portion of the expenditure covered by the levies provided for in Article 49 of the Treaty establishing the European Coal and Steel Community shall be fixed at eighteen million units of account. As from the financial year beginning 1 January 1967, the Commission shall submit annually to the Council a report on the basis of which the Council shall examine whether there is reason to adjust this figure to changes in the budget of the Communities. The Council shall act by the majority laid down in the first sentence of the fourth paragraph of Article 28 of the Treaty establishing the European Coal and Steel Community. The adjustment shall be made on the basis of an assessment of developments in expenditure arising from the application of the Treaty establishing the European Coal and Steel Community. 3. The portion of the levies assigned to cover expenditure under the budget of the Communities shall be allocated by the Commission for the implementation of that budget in accordance with the timetable provided for in the financial regulations adopted pursuant to Article 209(b) of the Treaty establishing the European Economic Community and Article 183(b) of the Treaty establishing the European Atomic Energy Community relating to the methods and procedure whereby the contributions of the Member States shall be made available.",add,,,,
