id,txt,action,change_id,new_id,change_txt,new_txt
6.2.G.85,85) The title shall be replaced by the following: ‘List of invisible transactions referred to in Article 73h of this Treaty’. G. In the Protocol on the Statute of the European Investment Bank:,rename title in Annes III,,,,
6.2.G.86,86) The reference to Articles 129 and 130 shall be replaced by a reference to Articles 198d and 198e.,replacement in the Protocol on the Statute of the European Investment Bank,,,,
6.3.H.1,1) Article 7 shall be replaced by the following: ‘Article 7 The institutions of the Community shall be: - a HIGH AUTHORITY (hereinafter referred to as “the Commission”); - a COMMON ASSEMBLY (hereinafter referred to as “the European Parliament”); - a SPECIAL COUNCIL OF MINISTERS (hereinafter referred to as “the Council”); - a COURT OF JUSTICE; - a COURT OF AUDITORS. The Commission shall be assisted by a Consultative Committee.’,replace,1.2.X.7,,,Article 7 The institutions of the Community shall be: - a HIGH AUTHORITY (hereinafter referred to as “the Commission”); - a COMMON ASSEMBLY (hereinafter referred to as “the European Parliament”); - a SPECIAL COUNCIL OF MINISTERS (hereinafter referred to as “the Council”); - a COURT OF JUSTICE; - a COURT OF AUDITORS. The Commission shall be assisted by a Consultative Committee.
6.3.H.2,"2) The following Articles shall be inserted: ‘Article 9 1. The Commission shall consist of seventeen members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of the Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same State. 2. The members of the Commission shall, in the general interest of the Community, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or from any other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with Article 12a or deprived of his right to a pension or other benefits in its stead. Article 10 1. The members of the Commission shall be appointed, in accordance with the procedure referred to in paragraph 2, for a period of five years, subject, if need be, to Article 24. Their term of office shall be renewable. 2. The governments of the Member States shall nominate by common accord, after consulting the European Parliament, the person they intend to appoint as President of the Commission. The governments of the Member States shall, in consultation with the nominee for President, nominate the other persons whom they intend to appoint as members of the Commission. The President and the other members of the Commission thus nominated shall be subject as a body to a vote of approval by the European Parliament. After approval by the European Parliament, the President and the other members of the Commission shall be appointed by common accord of the governments of the Member States. 3. Paragraphs 1 and 2 shall be applied for the first time to the President and the other members of the Commission whose term of office begins on 7 January 1995. The President and the other members of the Commission whose term of office begins on 7 January 1993 shall be appointed by common accord of the governments of the Member States. Their term of office shall expire on 6 January 1995. Article 11 The Commission may appoint a Vice-President or two Vice-Presidents from among its members. Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office by a new member appointed by common accord of the governments of the Member States. The Council may, acting unanimously, decide that such a vacancy need not be filled. In the event of resignation, compulsory retirement or death, the President shall be replaced for the remainder of his term of office. The procedure laid down in Article 10(2) shall be applicable for the replacement of the President. Save in the case of compulsory retirement under Article 12a, members of the Commission shall remain in office until they have been replaced. Article 12a If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice may, on application by the Council or the Commission, compulsorily retire him. Article 13 The Commission shall act by a majority of the number of members provided for in Article 9. A meeting of the Commission shall be valid only if the number of members laid down in its rules of procedure is present.’",insert,1.2.1.9,,,"Article 9 1. The Commission shall consist of seventeen members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of the Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same State. 2. The members of the Commission shall, in the general interest of the Community, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or from any other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with Article 12a or deprived of his right to a pension or other benefits in its stead."
6.3.H.2,"2) The following Articles shall be inserted: ‘Article 9 1. The Commission shall consist of seventeen members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of the Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same State. 2. The members of the Commission shall, in the general interest of the Community, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or from any other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with Article 12a or deprived of his right to a pension or other benefits in its stead. Article 10 1. The members of the Commission shall be appointed, in accordance with the procedure referred to in paragraph 2, for a period of five years, subject, if need be, to Article 24. Their term of office shall be renewable. 2. The governments of the Member States shall nominate by common accord, after consulting the European Parliament, the person they intend to appoint as President of the Commission. The governments of the Member States shall, in consultation with the nominee for President, nominate the other persons whom they intend to appoint as members of the Commission. The President and the other members of the Commission thus nominated shall be subject as a body to a vote of approval by the European Parliament. After approval by the European Parliament, the President and the other members of the Commission shall be appointed by common accord of the governments of the Member States. 3. Paragraphs 1 and 2 shall be applied for the first time to the President and the other members of the Commission whose term of office begins on 7 January 1995. The President and the other members of the Commission whose term of office begins on 7 January 1993 shall be appointed by common accord of the governments of the Member States. Their term of office shall expire on 6 January 1995. Article 11 The Commission may appoint a Vice-President or two Vice-Presidents from among its members. Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office by a new member appointed by common accord of the governments of the Member States. The Council may, acting unanimously, decide that such a vacancy need not be filled. In the event of resignation, compulsory retirement or death, the President shall be replaced for the remainder of his term of office. The procedure laid down in Article 10(2) shall be applicable for the replacement of the President. Save in the case of compulsory retirement under Article 12a, members of the Commission shall remain in office until they have been replaced. Article 12a If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice may, on application by the Council or the Commission, compulsorily retire him. Article 13 The Commission shall act by a majority of the number of members provided for in Article 9. A meeting of the Commission shall be valid only if the number of members laid down in its rules of procedure is present.’",insert,1.2.1.10,,,"Article 10 1. The members of the Commission shall be appointed, in accordance with the procedure referred to in paragraph 2, for a period of five years, subject, if need be, to Article 24. Their term of office shall be renewable. 2. The governments of the Member States shall nominate by common accord, after consulting the European Parliament, the person they intend to appoint as President of the Commission. The governments of the Member States shall, in consultation with the nominee for President, nominate the other persons whom they intend to appoint as members of the Commission. The President and the other members of the Commission thus nominated shall be subject as a body to a vote of approval by the European Parliament. After approval by the European Parliament, the President and the other members of the Commission shall be appointed by common accord of the governments of the Member States. 3. Paragraphs 1 and 2 shall be applied for the first time to the President and the other members of the Commission whose term of office begins on 7 January 1995. The President and the other members of the Commission whose term of office begins on 7 January 1993 shall be appointed by common accord of the governments of the Member States. Their term of office shall expire on 6 January 1995."
6.3.H.2,"2) The following Articles shall be inserted: ‘Article 9 1. The Commission shall consist of seventeen members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of the Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same State. 2. The members of the Commission shall, in the general interest of the Community, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or from any other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with Article 12a or deprived of his right to a pension or other benefits in its stead. Article 10 1. The members of the Commission shall be appointed, in accordance with the procedure referred to in paragraph 2, for a period of five years, subject, if need be, to Article 24. Their term of office shall be renewable. 2. The governments of the Member States shall nominate by common accord, after consulting the European Parliament, the person they intend to appoint as President of the Commission. The governments of the Member States shall, in consultation with the nominee for President, nominate the other persons whom they intend to appoint as members of the Commission. The President and the other members of the Commission thus nominated shall be subject as a body to a vote of approval by the European Parliament. After approval by the European Parliament, the President and the other members of the Commission shall be appointed by common accord of the governments of the Member States. 3. Paragraphs 1 and 2 shall be applied for the first time to the President and the other members of the Commission whose term of office begins on 7 January 1995. The President and the other members of the Commission whose term of office begins on 7 January 1993 shall be appointed by common accord of the governments of the Member States. Their term of office shall expire on 6 January 1995. Article 11 The Commission may appoint a Vice-President or two Vice-Presidents from among its members. Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office by a new member appointed by common accord of the governments of the Member States. The Council may, acting unanimously, decide that such a vacancy need not be filled. In the event of resignation, compulsory retirement or death, the President shall be replaced for the remainder of his term of office. The procedure laid down in Article 10(2) shall be applicable for the replacement of the President. Save in the case of compulsory retirement under Article 12a, members of the Commission shall remain in office until they have been replaced. Article 12a If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice may, on application by the Council or the Commission, compulsorily retire him. Article 13 The Commission shall act by a majority of the number of members provided for in Article 9. A meeting of the Commission shall be valid only if the number of members laid down in its rules of procedure is present.’",insert,1.2.1.11,,,Article 11 The Commission may appoint a Vice-President or two Vice-Presidents from among its members.
6.3.H.2,"2) The following Articles shall be inserted: ‘Article 9 1. The Commission shall consist of seventeen members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of the Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same State. 2. The members of the Commission shall, in the general interest of the Community, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or from any other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with Article 12a or deprived of his right to a pension or other benefits in its stead. Article 10 1. The members of the Commission shall be appointed, in accordance with the procedure referred to in paragraph 2, for a period of five years, subject, if need be, to Article 24. Their term of office shall be renewable. 2. The governments of the Member States shall nominate by common accord, after consulting the European Parliament, the person they intend to appoint as President of the Commission. The governments of the Member States shall, in consultation with the nominee for President, nominate the other persons whom they intend to appoint as members of the Commission. The President and the other members of the Commission thus nominated shall be subject as a body to a vote of approval by the European Parliament. After approval by the European Parliament, the President and the other members of the Commission shall be appointed by common accord of the governments of the Member States. 3. Paragraphs 1 and 2 shall be applied for the first time to the President and the other members of the Commission whose term of office begins on 7 January 1995. The President and the other members of the Commission whose term of office begins on 7 January 1993 shall be appointed by common accord of the governments of the Member States. Their term of office shall expire on 6 January 1995. Article 11 The Commission may appoint a Vice-President or two Vice-Presidents from among its members. Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office by a new member appointed by common accord of the governments of the Member States. The Council may, acting unanimously, decide that such a vacancy need not be filled. In the event of resignation, compulsory retirement or death, the President shall be replaced for the remainder of his term of office. The procedure laid down in Article 10(2) shall be applicable for the replacement of the President. Save in the case of compulsory retirement under Article 12a, members of the Commission shall remain in office until they have been replaced. Article 12a If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice may, on application by the Council or the Commission, compulsorily retire him. Article 13 The Commission shall act by a majority of the number of members provided for in Article 9. A meeting of the Commission shall be valid only if the number of members laid down in its rules of procedure is present.’",insert,1.2.1.12,,,"Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office by a new member appointed by common accord of the governments of the Member States. The Council may, acting unanimously, decide that such a vacancy need not be filled. In the event of resignation, compulsory retirement or death, the President shall be replaced for the remainder of his term of office. The procedure laid down in Article 10(2) shall be applicable for the replacement of the President. Save in the case of compulsory retirement under Article 12a, members of the Commission shall remain in office until they have been replaced. Article 12a If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice may, on application by the Council or the Commission, compulsorily retire him."
6.3.H.2,"2) The following Articles shall be inserted: ‘Article 9 1. The Commission shall consist of seventeen members, who shall be chosen on the grounds of their general competence and whose independence is beyond doubt. The number of members of the Commission may be altered by the Council, acting unanimously. Only nationals of the Member States may be members of the Commission. The Commission must include at least one national of each of the Member States, but may not include more than two members having the nationality of the same State. 2. The members of the Commission shall, in the general interest of the Community, be completely independent in the performance of their duties. In the performance of these duties, they shall neither seek nor take instructions from any government or from any other body. They shall refrain from any action incompatible with their duties. Each Member State undertakes to respect this principle and not to seek to influence the members of the Commission in the performance of their tasks. The members of the Commission may not, during their term of office, engage in any other occupation, whether gainful or not. When entering upon their duties they shall give a solemn undertaking that, both during and after their term of office, they will respect the obligations arising therefrom and in particular their duty to behave with integrity and discretion as regards the acceptance, after they have ceased to hold office, of certain appointments or benefits. In the event of any breach of these obligations, the Court of Justice may, on application by the Council or the Commission, rule that the member concerned be, according to the circumstances, either compulsorily retired in accordance with Article 12a or deprived of his right to a pension or other benefits in its stead. Article 10 1. The members of the Commission shall be appointed, in accordance with the procedure referred to in paragraph 2, for a period of five years, subject, if need be, to Article 24. Their term of office shall be renewable. 2. The governments of the Member States shall nominate by common accord, after consulting the European Parliament, the person they intend to appoint as President of the Commission. The governments of the Member States shall, in consultation with the nominee for President, nominate the other persons whom they intend to appoint as members of the Commission. The President and the other members of the Commission thus nominated shall be subject as a body to a vote of approval by the European Parliament. After approval by the European Parliament, the President and the other members of the Commission shall be appointed by common accord of the governments of the Member States. 3. Paragraphs 1 and 2 shall be applied for the first time to the President and the other members of the Commission whose term of office begins on 7 January 1995. The President and the other members of the Commission whose term of office begins on 7 January 1993 shall be appointed by common accord of the governments of the Member States. Their term of office shall expire on 6 January 1995. Article 11 The Commission may appoint a Vice-President or two Vice-Presidents from among its members. Article 12 Apart from normal replacement, or death, the duties of a member of the Commission shall end when he resigns or is compulsorily retired. The vacancy thus caused shall be filled for the remainder of the member's term of office by a new member appointed by common accord of the governments of the Member States. The Council may, acting unanimously, decide that such a vacancy need not be filled. In the event of resignation, compulsory retirement or death, the President shall be replaced for the remainder of his term of office. The procedure laid down in Article 10(2) shall be applicable for the replacement of the President. Save in the case of compulsory retirement under Article 12a, members of the Commission shall remain in office until they have been replaced. Article 12a If any member of the Commission no longer fulfils the conditions required for the performance of his duties or if he has been guilty of serious misconduct, the Court of Justice may, on application by the Council or the Commission, compulsorily retire him. Article 13 The Commission shall act by a majority of the number of members provided for in Article 9. A meeting of the Commission shall be valid only if the number of members laid down in its rules of procedure is present.’",insert,1.2.1.13,,,Article 13 The Commission shall act by a majority of the number of members provided for in Article 9. A meeting of the Commission shall be valid only if the number of members laid down in its rules of procedure is present.
6.3.H.3,"3) Article 16 shall be replaced by the following: ‘Article 16 The Commission shall make all appropriate administrative arrangements for the operation of its departments. It may set up study committees, including an economic study committee. The Council and the Commission shall consult each other and shall settle by common accord their methods of cooperation. The Commission shall adopt its rules of procedure so as to ensure that both it and its departments operate in accordance with the provisions of this Treaty. It shall ensure that these rules are published.’",replace,1.2.1.16,,,"Article 16 The Commission shall make all appropriate administrative arrangements for the operation of its departments. It may set up study committees, including an economic study committee. The Council and the Commission shall consult each other and shall settle by common accord their methods of cooperation. The Commission shall adopt its rules of procedure so as to ensure that both it and its departments operate in accordance with the provisions of this Treaty. It shall ensure that these rules are published."
6.3.H.4,"4) The following Article shall be inserted: ‘Article 17 The Commission shall publish annually, not later than one month before the opening of the session of the European Parliament, a general report on the activities of the Community.’",insert,1.2.1.17,,,"Article 17 The Commission shall publish annually, not later than one month before the opening of the session of the European Parliament, a general report on the activities of the Community."
6.3.H.5	,"5) The following subparagraph shall be added to Article 18: ‘The Council shall, acting by a qualified majority, determine any payment to be made instead of remuneration.’",insert_txt,1.2.1.18,,,"The Council shall, acting by a qualified majority, determine any payment to be made instead of remuneration."
6.3.H.6,"6) The following Articles shall be inserted: ‘Article 20a The European Parliament may, acting by a majority of its members, request the Commission to submit any appropriate proposal on matters on which it considers that a Community act is required for the purpose of implementing this Treaty. Article 20b In the course of its duties, the European Parliament may, at the request of a quarter of its members, set up a temporary Committee of Inquiry to investigate, without prejudice to the powers conferred by this Treaty on other institutions or bodies, alleged contraventions or maladministration in the implementation of Community law, except where the alleged facts are being examined before a court and while the case is still subject to legal proceedings. The temporary Committee of Inquiry shall cease to exist on the submission of its report. The detailed provisions governing the exercise of the right of inquiry shall be determined by common accord of the European Parliament, the Council and the Commission. Article 20c Any citizen of the Union, and any natural or legal person residing or having its registered office in a Member State, shall have the right to address, individually or in association with other citizens or persons, a petition to the European Parliament on a matter which comes within the Community's fields of activity and which affects him, her or it directly. Article 20d 1. The European Parliament shall appoint an Ombudsman empowered to receive complaints from any citizen of the Union or any natural or legal person residing or having its registered office in a Member State concerning instances of maladministration in the activities of the Community institutions or bodies, with the exception of the Court of Justice and the Court of First Instance acting in their judicial role. In accordance with his duties, the Ombudsman shall conduct inquiries for which he finds grounds, either on his own initiative or on the basis of complaints submitted to him direct or through a member of the European Parliament, except where the alleged facts are or have been the subject of legal proceedings. Where the Ombudsman establishes an instance of maladministration, he shall refer the matter to the institution concerned, which shall have a period of three months in which to inform him of its views. The Ombudsman shall then forward a report to the European Parliament and the institution concerned. The person lodging the complaint shall be informed of the outcome of such inquiries. The Ombudsman shall submit an annual report to the European Parliament on the outcome of his inquiries. 2. The Ombudsman shall be appointed after each election of the European Parliament for the duration of its term of office. The Ombudsman shall be eligible for reappointment. The Ombudsman may be dismissed by the Court of Justice at the request of the European Parliament if he no longer fulfils the conditions required for the performance of his duties or if he is guilty of serious misconduct. 3. The Ombudsman shall be completely independent in the performance of his duties. In the performance of those duties he shall neither seek nor take instructions from any body. The Ombudsman may not, during his term of office, engage in any other occupation, whether gainful or not. 4. The European Parliament shall, after seeking an opinion from the Commission and with the approval of the Council acting by a qualified majority, lay down the regulations and general conditions governing the performance of the Ombudsman's duties.’",insert,1.2.2.20a,,,"Article 20a The European Parliament may, acting by a majority of its members, request the Commission to submit any appropriate proposal on matters on which it considers that a Community act is required for the purpose of implementing this Treaty."
6.3.H.6,"6) The following Articles shall be inserted: ‘Article 20a The European Parliament may, acting by a majority of its members, request the Commission to submit any appropriate proposal on matters on which it considers that a Community act is required for the purpose of implementing this Treaty. Article 20b In the course of its duties, the European Parliament may, at the request of a quarter of its members, set up a temporary Committee of Inquiry to investigate, without prejudice to the powers conferred by this Treaty on other institutions or bodies, alleged contraventions or maladministration in the implementation of Community law, except where the alleged facts are being examined before a court and while the case is still subject to legal proceedings. The temporary Committee of Inquiry shall cease to exist on the submission of its report. The detailed provisions governing the exercise of the right of inquiry shall be determined by common accord of the European Parliament, the Council and the Commission. Article 20c Any citizen of the Union, and any natural or legal person residing or having its registered office in a Member State, shall have the right to address, individually or in association with other citizens or persons, a petition to the European Parliament on a matter which comes within the Community's fields of activity and which affects him, her or it directly. Article 20d 1. The European Parliament shall appoint an Ombudsman empowered to receive complaints from any citizen of the Union or any natural or legal person residing or having its registered office in a Member State concerning instances of maladministration in the activities of the Community institutions or bodies, with the exception of the Court of Justice and the Court of First Instance acting in their judicial role. In accordance with his duties, the Ombudsman shall conduct inquiries for which he finds grounds, either on his own initiative or on the basis of complaints submitted to him direct or through a member of the European Parliament, except where the alleged facts are or have been the subject of legal proceedings. Where the Ombudsman establishes an instance of maladministration, he shall refer the matter to the institution concerned, which shall have a period of three months in which to inform him of its views. The Ombudsman shall then forward a report to the European Parliament and the institution concerned. The person lodging the complaint shall be informed of the outcome of such inquiries. The Ombudsman shall submit an annual report to the European Parliament on the outcome of his inquiries. 2. The Ombudsman shall be appointed after each election of the European Parliament for the duration of its term of office. The Ombudsman shall be eligible for reappointment. The Ombudsman may be dismissed by the Court of Justice at the request of the European Parliament if he no longer fulfils the conditions required for the performance of his duties or if he is guilty of serious misconduct. 3. The Ombudsman shall be completely independent in the performance of his duties. In the performance of those duties he shall neither seek nor take instructions from any body. The Ombudsman may not, during his term of office, engage in any other occupation, whether gainful or not. 4. The European Parliament shall, after seeking an opinion from the Commission and with the approval of the Council acting by a qualified majority, lay down the regulations and general conditions governing the performance of the Ombudsman's duties.’",insert,1.2.2.20b,,,"Article 20b In the course of its duties, the European Parliament may, at the request of a quarter of its members, set up a temporary Committee of Inquiry to investigate, without prejudice to the powers conferred by this Treaty on other institutions or bodies, alleged contraventions or maladministration in the implementation of Community law, except where the alleged facts are being examined before a court and while the case is still subject to legal proceedings. The temporary Committee of Inquiry shall cease to exist on the submission of its report. The detailed provisions governing the exercise of the right of inquiry shall be determined by common accord of the European Parliament, the Council and the Commission."
6.3.H.6,"6) The following Articles shall be inserted: ‘Article 20a The European Parliament may, acting by a majority of its members, request the Commission to submit any appropriate proposal on matters on which it considers that a Community act is required for the purpose of implementing this Treaty. Article 20b In the course of its duties, the European Parliament may, at the request of a quarter of its members, set up a temporary Committee of Inquiry to investigate, without prejudice to the powers conferred by this Treaty on other institutions or bodies, alleged contraventions or maladministration in the implementation of Community law, except where the alleged facts are being examined before a court and while the case is still subject to legal proceedings. The temporary Committee of Inquiry shall cease to exist on the submission of its report. The detailed provisions governing the exercise of the right of inquiry shall be determined by common accord of the European Parliament, the Council and the Commission. Article 20c Any citizen of the Union, and any natural or legal person residing or having its registered office in a Member State, shall have the right to address, individually or in association with other citizens or persons, a petition to the European Parliament on a matter which comes within the Community's fields of activity and which affects him, her or it directly. Article 20d 1. The European Parliament shall appoint an Ombudsman empowered to receive complaints from any citizen of the Union or any natural or legal person residing or having its registered office in a Member State concerning instances of maladministration in the activities of the Community institutions or bodies, with the exception of the Court of Justice and the Court of First Instance acting in their judicial role. In accordance with his duties, the Ombudsman shall conduct inquiries for which he finds grounds, either on his own initiative or on the basis of complaints submitted to him direct or through a member of the European Parliament, except where the alleged facts are or have been the subject of legal proceedings. Where the Ombudsman establishes an instance of maladministration, he shall refer the matter to the institution concerned, which shall have a period of three months in which to inform him of its views. The Ombudsman shall then forward a report to the European Parliament and the institution concerned. The person lodging the complaint shall be informed of the outcome of such inquiries. The Ombudsman shall submit an annual report to the European Parliament on the outcome of his inquiries. 2. The Ombudsman shall be appointed after each election of the European Parliament for the duration of its term of office. The Ombudsman shall be eligible for reappointment. The Ombudsman may be dismissed by the Court of Justice at the request of the European Parliament if he no longer fulfils the conditions required for the performance of his duties or if he is guilty of serious misconduct. 3. The Ombudsman shall be completely independent in the performance of his duties. In the performance of those duties he shall neither seek nor take instructions from any body. The Ombudsman may not, during his term of office, engage in any other occupation, whether gainful or not. 4. The European Parliament shall, after seeking an opinion from the Commission and with the approval of the Council acting by a qualified majority, lay down the regulations and general conditions governing the performance of the Ombudsman's duties.’",insert,1.2.2.20c,,,"Article 20c Any citizen of the Union, and any natural or legal person residing or having its registered office in a Member State, shall have the right to address, individually or in association with other citizens or persons, a petition to the European Parliament on a matter which comes within the Community's fields of activity and which affects him, her or it directly."
